dependency_category,index,link_str,project,option_name,option_value,option_type,option_file,option_technology,dependent_option_name,dependent_option_value,dependent_option_type,dependent_option_file,dependent_option_technology,config_type,rating,final_rating,final_category,sub_category,explanation
value-equality,49,apollo::::apollo-common/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-actuator::::groupId::::org.springframework.boot <-> apollo::::apollo-portal/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::groupId::::org.springframework.boot,apollo,project.dependencies.dependency_spring-boot-starter-actuator.groupId,org.springframework.boot,ConfigType.NAME,apollo-common/pom.xml,maven,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,org.springframework.boot,ConfigType.NAME,apollo-portal/pom.xml,maven,correct,Borderline,FALSE,Others,Others,different options that are not related
value-equality,50,jetlinks-community::::jetlinks-components/gateway-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml <-> jetlinks-community::::jetlinks-components/protocol-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml,jetlinks-community,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/gateway-component/pom.xml,maven,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/protocol-component/pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Project Structure,same hierachy same relative path of parent POM
value-equality,51,jetlinks-community::::jetlinks-manager/device-manager/pom.xml::::project::::modelVersion::::modelVersion:4.0.0 <-> jetlinks-community::::jetlinks-manager/pom.xml::::project::::modelVersion::::modelVersion:4.0.0,jetlinks-community,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-manager/device-manager/pom.xml,maven,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-manager/pom.xml,maven,correct,TRUE,TRUE,Version Numbers,POM Version,modelVersion has to be consistent across all modules and is generally set to 4.0.0 since it is the only supported version
value-equality,52,jetlinks-community::::jetlinks-components/notify-component/notify-dingtalk/pom.xml::::project::::dependencies::::dependency_notify-core::::artifactId::::notify-core <-> jetlinks-community::::jetlinks-components/notify-component/notify-sms/pom.xml::::project::::dependencies::::dependency_notify-core::::artifactId::::notify-core,jetlinks-community,project.dependencies.dependency_notify-core.artifactId,notify-core,ConfigType.NAME,jetlinks-components/notify-component/notify-dingtalk/pom.xml,maven,project.dependencies.dependency_notify-core.artifactId,notify-core,ConfigType.NAME,jetlinks-components/notify-component/notify-sms/pom.xml,maven,correct,Borderline,TRUE,Libraries,Maven Dependency,same dependency in different modules have the same artifactID
value-equality,53,jetlinks-community::::jetlinks-components/common-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml <-> jetlinks-community::::jetlinks-components/elasticsearch-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml,jetlinks-community,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/common-component/pom.xml,maven,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/elasticsearch-component/pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Project Structure,same hierachy same relative path of parent POM
value-equality,54,jetlinks-community::::jetlinks-manager/network-manager/pom.xml::::project::::dependencies::::dependency_protocol-component::::groupId::::org.jetlinks.community <-> jetlinks-community::::jetlinks-standalone/pom.xml::::project::::dependencies::::dependency_tdengine-component::::groupId::::org.jetlinks.community,jetlinks-community,project.dependencies.dependency_protocol-component.groupId,org.jetlinks.community,ConfigType.NAME,jetlinks-manager/network-manager/pom.xml,maven,project.dependencies.dependency_tdengine-component.groupId,org.jetlinks.community,ConfigType.NAME,jetlinks-standalone/pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,55,jetlinks-community::::jetlinks-manager/authentication-manager/pom.xml::::project::::modelVersion::::modelVersion:4.0.0 <-> jetlinks-community::::jetlinks-manager/pom.xml::::project::::modelVersion::::modelVersion:4.0.0,jetlinks-community,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-manager/authentication-manager/pom.xml,maven,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-manager/pom.xml,maven,correct,TRUE,TRUE,Version Numbers,POM Version,modelVersion has to be consistent across all modules and is generally set to 4.0.0 since it is the only supported version
value-equality,56,jetlinks-community::::jetlinks-components/notify-component/notify-dingtalk/pom.xml::::project::::parent_notify-component::::relativePath::::../pom.xml <-> jetlinks-community::::jetlinks-components/protocol-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml,jetlinks-community,project.parent_notify-component.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/notify-component/notify-dingtalk/pom.xml,maven,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/protocol-component/pom.xml,maven,correct,Borderline,FALSE,Multi-Maven-Modules,Project Structure,"module are in different levels in the project structure, specifiying different parent POMs"
value-equality,57,jetlinks-community::::jetlinks-components/pom.xml::::project::::artifactId::::jetlinks-components <-> jetlinks-community::::jetlinks-components/relation-component/pom.xml::::project::::parent_jetlinks-components::::artifactId::::jetlinks-components,jetlinks-community,project.artifactId,jetlinks-components,ConfigType.NAME,jetlinks-components/pom.xml,maven,project.parent_jetlinks-components.artifactId,jetlinks-components,ConfigType.NAME,jetlinks-components/relation-component/pom.xml,maven,correct,TRUE,TRUE,Multi-Maven-Modules,Project Inheritance,arifactID of parent is inherited
value-equality,58,jetlinks-community::::docker/dev-env/docker-compose.yml::::services::::elasticsearch::::ports::::in::::9300 <-> jetlinks-community::::docker/dev-env/docker-compose.yml::::services::::elasticsearch::::ports::::out::::9300,jetlinks-community,services.elasticsearch.ports.in,9300,ConfigType.PORT,docker/dev-env/docker-compose.yml,docker-compose,services.elasticsearch.ports.out,9300,ConfigType.PORT,docker/dev-env/docker-compose.yml,docker-compose,correct,Borderline,FALSE,Port,Port,host and container ports can be different
value-equality,59,jetlinks-community::::jetlinks-components/network-component/mqtt-component/pom.xml::::project::::dependencies::::dependency_jetlinks-core::::groupId::::org.jetlinks <-> jetlinks-community::::jetlinks-manager/notify-manager/pom.xml::::project::::dependencies::::dependency_jetlinks-core::::groupId::::org.jetlinks,jetlinks-community,project.dependencies.dependency_jetlinks-core.groupId,org.jetlinks,ConfigType.NAME,jetlinks-components/network-component/mqtt-component/pom.xml,maven,project.dependencies.dependency_jetlinks-core.groupId,org.jetlinks,ConfigType.NAME,jetlinks-manager/notify-manager/pom.xml,maven,correct,Borderline,TRUE,Libraries,Maven Dependency,same dependency in different module live under same groupID
value-equality,60,jetlinks-community::::jetlinks-components/logging-component/pom.xml::::project::::dependencies::::dependency_logback-classic::::groupId::::ch.qos.logback <-> jetlinks-community::::pom.xml::::project::::dependencies::::dependency_logback-classic::::groupId::::ch.qos.logback,jetlinks-community,project.dependencies.dependency_logback-classic.groupId,ch.qos.logback,ConfigType.NAME,jetlinks-components/logging-component/pom.xml,maven,project.dependencies.dependency_logback-classic.groupId,ch.qos.logback,ConfigType.NAME,pom.xml,maven,correct,Borderline,TRUE,Libraries,Maven Dependency,same dependency in different module live under same groupID
value-equality,61,jetlinks-community::::jetlinks-components/elasticsearch-component/pom.xml::::project::::artifactId::::elasticsearch-component <-> jetlinks-community::::jetlinks-manager/device-manager/pom.xml::::project::::dependencies::::dependency_elasticsearch-component::::artifactId::::elasticsearch-component,jetlinks-community,project.artifactId,elasticsearch-component,ConfigType.NAME,jetlinks-components/elasticsearch-component/pom.xml,maven,project.dependencies.dependency_elasticsearch-component.artifactId,elasticsearch-component,ConfigType.NAME,jetlinks-manager/device-manager/pom.xml,maven,correct,TRUE,TRUE,Multi-Maven-Modules,Module as Dependency,artifactID of modules is also the artifact ID id the module is defined as dependency
value-equality,62,jetlinks-community::::docker/run-all/docker-compose.yml::::services::::jetlinks::::environment::::hsweb.cors.configs[0].allowed-credentials::::true <-> jetlinks-community::::jetlinks-components/common-component/pom.xml::::project::::dependencies::::dependency_spring-data-redis::::optional::::true,jetlinks-community,services.jetlinks.environment.hsweb.cors.configs[0].allowed-credentials,TRUE,ConfigType.ENVIRONMENT,docker/run-all/docker-compose.yml,docker-compose,project.dependencies.dependency_spring-data-redis.optional,TRUE,ConfigType.BOOLEAN,jetlinks-components/common-component/pom.xml,maven,partially,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,63,jetlinks-community::::jetlinks-components/protocol-component/pom.xml::::project::::dependencies::::dependency_common-component::::scope::::compile <-> jetlinks-community::::jetlinks-standalone/pom.xml::::project::::dependencies::::dependency_reactor-netty::::scope::::compile,jetlinks-community,project.dependencies.dependency_common-component.scope,compile,ConfigType.UNKNOWN,jetlinks-components/protocol-component/pom.xml,maven,project.dependencies.dependency_reactor-netty.scope,compile,ConfigType.UNKNOWN,jetlinks-standalone/pom.xml,maven,correct,FALSE,FALSE,Libraries,Dependency Scope,different options that are not related
value-equality,64,jetlinks-community::::jetlinks-components/configure-component/pom.xml::::project::::dependencies::::dependency_timeseries-component::::groupId::::org.jetlinks.community <-> jetlinks-community::::jetlinks-components/notify-component/notify-email/pom.xml::::project::::parent_notify-component::::groupId::::org.jetlinks.community,jetlinks-community,project.dependencies.dependency_timeseries-component.groupId,org.jetlinks.community,ConfigType.NAME,jetlinks-components/configure-component/pom.xml,maven,project.parent_notify-component.groupId,org.jetlinks.community,ConfigType.NAME,jetlinks-components/notify-component/notify-email/pom.xml,maven,correct,FALSE,TRUE,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,65,jetlinks-community::::jetlinks-manager/network-manager/pom.xml::::project::::dependencies::::dependency_tcp-component::::groupId::::${project.groupId} <-> jetlinks-community::::jetlinks-standalone/pom.xml::::project::::dependencies::::dependency_authentication-manager::::groupId::::${project.groupId},jetlinks-community,project.dependencies.dependency_tcp-component.groupId,${project.groupId},ConfigType.NAME,jetlinks-manager/network-manager/pom.xml,maven,project.dependencies.dependency_authentication-manager.groupId,${project.groupId},ConfigType.NAME,jetlinks-standalone/pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Maven Properties,intended to be equal due to maven properties
value-equality,66,jetlinks-community::::jetlinks-components/network-component/mqtt-component/pom.xml::::project::::dependencies::::dependency_gateway-component::::version::::gateway-component:${project.version} <-> jetlinks-community::::jetlinks-standalone/pom.xml::::project::::dependencies::::dependency_gateway-component::::version::::gateway-component:${project.version},jetlinks-community,project.dependencies.dependency_gateway-component.version,gateway-component:${project.version},ConfigType.VERSION_NUMBER,jetlinks-components/network-component/mqtt-component/pom.xml,maven,project.dependencies.dependency_gateway-component.version,gateway-component:${project.version},ConfigType.VERSION_NUMBER,jetlinks-standalone/pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Maven Properties,intended to be equal due to maven properties
value-equality,67,jetlinks-community::::jetlinks-components/logging-component/pom.xml::::project::::modelVersion::::modelVersion:4.0.0 <-> jetlinks-community::::jetlinks-components/relation-component/pom.xml::::project::::modelVersion::::modelVersion:4.0.0,jetlinks-community,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-components/logging-component/pom.xml,maven,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-components/relation-component/pom.xml,maven,correct,TRUE,TRUE,Version Numbers,POM Version,modelVersion 4.0.0 is the only version supported by Maven
value-equality,68,jetlinks-community::::jetlinks-components/elasticsearch-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml <-> jetlinks-community::::jetlinks-components/notify-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml,jetlinks-community,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/elasticsearch-component/pom.xml,maven,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/notify-component/pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Project Structure,same hierachy same relative path of parent POM
